Unix time,BSSID,Signal strength(-dBm),SSID,Longitude,Latitude,GPS Accuracy,AP Capabilities, Channel, Frequency
1.54929E+12,00:1d:05:4d:23:17,-75,Eaton-001D054D2317,-76.94182946,38.98546882,3,[WPA2-PSK-TKIP][ESS],,62437
1.54929E+12,00:1d:05:4d:24:83,-73,Eaton-001D054D2483,-76.94200292,38.98545796,3,[WPA2-PSK-TKIP][ESS],,62437
1.54929E+12,00:1d:05:4d:24:bf,-65,Eaton-001D054D24BF,-76.94182946,38.98546882,3,[WPA2-PSK-TKIP][ESS],,62437
1.54929E+12,00:1d:05:4d:2a:8b,-83,Eaton-001D054D2A8B,-76.9441733,38.98608076,3,[WPA2-PSK-TKIP][ESS],,62437
1.54929E+12,00:1d:73:b3:6e:61,-82,001D73B36E61,-76.94299517,38.98838638,4,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],,82447
1.54929E+12,00:21:29:ac:a1:16,-65,,-76.93704971,38.9892533,4,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,32422
1.54929E+12,00:21:29:d4:f9:00,-81,Hedwig,-76.9421135,38.9854665,3,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,62437
1.54929E+12,00:24:b2:0f:59:14,-83,FalveyGroup,-76.93905521,38.9902029,5,[WEP][ESS],,12412
1.54929E+12,00:25:9c:c9:44:7a,-62,,-76.93658305,38.99078874,11,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,112462
1.54929E+12,00:2a:10:35:60:90,-84,umd,-76.93683136,38.99067323,16,[ESS],,12412
1.54929E+12,00:2a:10:35:60:91,-85,eduroam,-76.93683136,38.99067323,16,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2a:10:35:60:93,-80,umd-util2,-76.93658008,38.99089261,9,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,12412
1.54929E+12,00:2a:10:35:60:94,-85,umd-guest,-76.93683136,38.99067323,16,[ESS],,12412
1.54929E+12,00:2a:10:38:df:e3,-81,umd-util2,-76.94938833,38.98956011,4,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,12412
1.54929E+12,00:2a:10:38:df:e4,-85,umd-guest,-76.94936016,38.98947515,7,[ESS],,12412
1.54929E+12,00:2a:10:3d:c4:74,-84,umd-guest,-76.94583654,38.98536892,3,[ESS],,12412
1.54929E+12,00:2a:10:3d:c4:7b,-87,umd-guest,-76.94606696,38.98546162,3,[ESS],,-5320
1.54929E+12,00:2a:10:3d:c4:7c,-89,umd-util2,-76.94606696,38.98546162,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5320
1.54929E+12,00:2a:10:3d:c4:7d,-90,umd-secure,-76.94606696,38.98546162,3,[WPA2-EAP-CCMP][ESS],,-5320
1.54929E+12,00:2a:10:3d:c4:7e,-88,eduroam,-76.94606696,38.98546162,3,[WPA2-EAP-CCMP][ESS],,-5320
1.54929E+12,00:2a:10:3d:c4:7f,-89,umd,-76.94606696,38.98546162,3,[ESS],,-5320
1.54929E+12,00:2a:10:3d:f0:60,-75,umd,-76.94003283,38.98552012,3,[ESS],,112462
1.54929E+12,00:2a:10:3d:f0:61,-86,eduroam,-76.94071236,38.9854855,3,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:2a:10:3d:f0:62,-76,umd-secure,-76.94002069,38.98578404,3,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:2a:10:3d:f0:63,-76,umd-util2,-76.94002069,38.98578404,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,112462
1.54929E+12,00:2a:10:3d:f0:64,-76,umd-guest,-76.94002069,38.98578404,3,[ESS],,112462
1.54929E+12,00:2a:10:3d:f0:6b,-83,umd-guest,-76.94003283,38.98552012,3,[ESS],,-5785
1.54929E+12,00:2a:10:3d:f0:6c,-83,umd-util2,-76.94003283,38.98552012,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5785
1.54929E+12,00:2a:10:3d:f0:6d,-83,umd-secure,-76.94003283,38.98552012,3,[WPA2-EAP-CCMP][ESS],,-5785
1.54929E+12,00:2a:10:3d:f0:6e,-83,eduroam,-76.94003283,38.98552012,3,[WPA2-EAP-CCMP][ESS],,-5785
1.54929E+12,00:2a:10:3d:f0:6f,-84,umd,-76.94003283,38.98552012,3,[ESS],,-5785
1.54929E+12,00:2a:10:5b:5d:31,-88,eduroam,-76.93662122,38.99059757,9,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:2a:10:5b:5d:33,-86,umd-util2,-76.93662122,38.99059757,9,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,112462
1.54929E+12,00:2a:10:5b:5d:34,-87,umd-guest,-76.93662122,38.99059757,9,[ESS],,112462
1.54929E+12,00:2a:10:5b:65:84,-88,umd-guest,-76.94641002,38.98550842,3,[ESS],,62437
1.54929E+12,00:2a:10:5b:65:8d,-86,umd-secure,-76.94537838,38.98533748,3,[WPA2-EAP-CCMP][ESS],,-5745
1.54929E+12,00:2a:10:5b:65:8f,-89,umd,-76.94521106,38.98535516,3,[ESS],,-5745
1.54929E+12,00:2a:10:5b:74:81,-80,eduroam,-76.94937147,38.98950989,5,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:2a:10:5b:75:b1,-81,eduroam,-76.94937147,38.98950989,5,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2a:10:5b:75:c1,-87,eduroam,-76.94336203,38.98544351,3,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2a:10:5b:75:cf,-90,umd,-76.9435752,38.98544419,3,[ESS],,-5180
1.54929E+12,00:2a:10:5b:79:80,-81,umd,-76.94937751,38.98952797,5,[ESS],,112462
1.54929E+12,00:2a:10:5b:79:81,-81,eduroam,-76.94935655,38.98945824,6,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:2a:10:5b:7b:73,-77,umd-util2,-76.93683136,38.99067323,16,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,112462
1.54929E+12,00:2a:10:5b:7b:7e,-85,eduroam,-76.9368126,38.99072253,8,[WPA2-EAP-CCMP][ESS],,-5320
1.54929E+12,00:2a:10:5b:7b:7f,-86,umd,-76.93683136,38.99067323,16,[ESS],,-5320
1.54929E+12,00:2a:10:63:29:b4,-87,umd-guest,-76.94336203,38.98544351,3,[ESS],,62437
1.54929E+12,00:2a:10:81:b3:30,-82,umd,-76.9442298,38.98614625,3,[ESS],,112462
1.54929E+12,00:2a:10:81:b3:31,-81,eduroam,-76.9442298,38.98614625,3,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:2a:10:81:b3:32,-84,umd-secure,-76.94437381,38.98635056,3,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:2a:10:81:b3:33,-85,umd-util2,-76.94406349,38.98595721,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,112462
1.54929E+12,00:2a:10:81:b3:3c,-88,umd-util2,-76.94431583,38.98629085,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5180
1.54929E+12,00:2c:c8:a3:19:00,-69,umd,-76.94805916,38.98912385,7,[ESS],,62437
1.54929E+12,00:2c:c8:a3:19:0b,-78,umd-guest,-76.94820152,38.98908959,8,[ESS],,-5180
1.54929E+12,00:2c:c8:a3:19:0c,-78,umd-util2,-76.94829253,38.98908888,8,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5180
1.54929E+12,00:2c:c8:a3:19:0d,-78,umd-secure,-76.94829253,38.98908888,8,[WPA2-EAP-CCMP][ESS],,-5180
1.54929E+12,00:2c:c8:a3:19:0e,-77,eduroam,-76.94816549,38.98905932,7,[WPA2-EAP-CCMP][ESS],,-5180
1.54929E+12,00:2c:c8:a3:19:0f,-78,umd,-76.94829253,38.98908888,8,[ESS],,-5180
1.54929E+12,00:2c:c8:d6:29:00,-86,xraytest,-76.93675507,38.99056035,17,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,112462
1.54929E+12,00:2c:c8:d6:2e:00,-76,umd,-76.94927605,38.99191807,5,[ESS],,12412
1.54929E+12,00:2c:c8:d6:2e:01,-76,eduroam,-76.94927605,38.99191807,5,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2c:c8:d6:2e:02,-76,umd-secure,-76.94929756,38.99187966,5,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2c:c8:d6:2e:03,-80,umd-util2,-76.94979556,38.99175997,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,12412
1.54929E+12,00:2c:c8:d6:33:04,-85,umd-guest,-76.94453083,38.98756989,4,[ESS],,112462
1.54929E+12,00:2c:c8:d6:33:0b,-88,umd-guest,-76.9444929,38.98755643,4,[ESS],,-5765
1.54929E+12,00:2c:c8:d6:34:a0,-89,umd,-76.94638266,38.98902703,4,[ESS],,12412
1.54929E+12,00:2c:c8:d6:34:ab,-89,umd-guest,-76.94518875,38.99065713,6,[ESS],,-5260
1.54929E+12,00:2c:c8:d6:34:ac,-88,umd-util2,-76.94518875,38.99065713,6,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5260
1.54929E+12,00:2c:c8:d6:35:00,-86,umd,-76.94502229,38.98862271,4,[ESS],,112462
1.54929E+12,00:2c:c8:d6:39:44,-85,umd-guest,-76.94547114,38.99068543,3,[ESS],,112462
1.54929E+12,00:2c:c8:d6:39:c0,-90,umd,-76.94709215,38.98604418,4,[ESS],,12412
1.54929E+12,00:2c:c8:d6:39:cc,-89,umd-util2,-76.94711961,38.9863552,4,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5320
1.54929E+12,00:2c:c8:d6:39:cd,-90,umd-secure,-76.94712372,38.98633608,4,[WPA2-EAP-CCMP][ESS],,-5320
1.54929E+12,00:2c:c8:d6:3f:2b,-87,umd-guest,-76.942333,38.99056541,4,[ESS],,-5260
1.54929E+12,00:2c:c8:d6:3f:2d,-87,umd-secure,-76.94231382,38.99063248,6,[WPA2-EAP-CCMP][ESS],,-5260
1.54929E+12,00:2c:c8:d6:3f:2e,-87,eduroam,-76.942333,38.99056541,4,[WPA2-EAP-CCMP][ESS],,-5260
1.54929E+12,00:2c:c8:d6:3f:2f,-86,umd,-76.94231382,38.99063248,6,[ESS],,-5260
1.54929E+12,00:2c:c8:d6:3f:a1,-89,eduroam,-76.9400403,38.98571655,3,[WPA2-EAP-CCMP][ESS],,62437
1.54929E+12,00:2c:c8:d6:3f:a3,-87,umd-util2,-76.9400145,38.98587185,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,62437
1.54929E+12,00:2c:c8:d6:40:21,-80,eduroam,-76.94659875,38.98907181,4,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2c:c8:d6:40:22,-79,umd-secure,-76.94659875,38.98907181,4,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2c:c8:d6:40:23,-80,umd-util2,-76.94659875,38.98907181,4,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,12412
1.54929E+12,00:2c:c8:d6:40:2b,-88,umd-guest,-76.94678137,38.9890216,3,[ESS],,-5300
1.54929E+12,00:2c:c8:d6:40:2c,-87,umd-util2,-76.94676519,38.98905713,4,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5300
1.54929E+12,00:2c:c8:d6:40:2d,-87,umd-secure,-76.94676519,38.98905713,4,[WPA2-EAP-CCMP][ESS],,-5300
1.54929E+12,00:2c:c8:d6:40:2e,-87,eduroam,-76.94676519,38.98905713,4,[WPA2-EAP-CCMP][ESS],,-5300
1.54929E+12,00:2c:c8:d6:40:2f,-86,umd,-76.94676519,38.98905713,4,[ESS],,-5300
1.54929E+12,00:2c:c8:f8:48:21,-77,eduroam,-76.94161995,38.99042132,7,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:2c:c8:f8:48:22,-77,umd-secure,-76.94161995,38.99042132,7,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:2c:c8:f8:48:23,-75,umd-util2,-76.94141035,38.99036989,5,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,112462
1.54929E+12,00:2c:c8:f8:48:24,-83,umd-guest,-76.94073619,38.99022059,4,[ESS],,112462
1.54929E+12,00:2c:c8:f8:48:2b,-84,umd-guest,-76.94127235,38.99033678,3,[ESS],,-5280
1.54929E+12,00:2c:c8:f8:48:2c,-84,umd-util2,-76.94127235,38.99033678,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5280
1.54929E+12,00:2c:c8:f8:48:2d,-82,umd-secure,-76.94127235,38.99033678,3,[WPA2-EAP-CCMP][ESS],,-5280
1.54929E+12,00:2c:c8:f8:48:2e,-85,eduroam,-76.94127235,38.99033678,3,[WPA2-EAP-CCMP][ESS],,-5280
1.54929E+12,00:2c:c8:f8:48:2f,-84,umd,-76.94127235,38.99033678,3,[ESS],,-5280
1.54929E+12,00:2c:c8:f8:50:e0,-89,umd,-76.94371755,38.98840642,5,[ESS],,112462
1.54929E+12,00:2c:c8:f8:50:e1,-83,eduroam,-76.9438442,38.98848123,5,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:2c:c8:f8:50:e4,-85,umd-guest,-76.9438442,38.98848123,5,[ESS],,112462
1.54929E+12,00:2c:c8:f8:55:eb,-89,umd-guest,-76.9445851,38.98604001,3,[ESS],,-5180
1.54929E+12,00:2c:c8:f8:55:ec,-89,umd-util2,-76.9445851,38.98604001,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5180
1.54929E+12,00:2c:c8:f8:55:ed,-89,umd-secure,-76.9445851,38.98604001,3,[WPA2-EAP-CCMP][ESS],,-5180
1.54929E+12,00:2c:c8:f8:55:ee,-90,eduroam,-76.9445851,38.98604001,3,[WPA2-EAP-CCMP][ESS],,-5180
1.54929E+12,00:2c:c8:f8:55:ef,-89,umd,-76.9445851,38.98604001,3,[ESS],,-5180
1.54929E+12,00:2c:c8:f8:5a:61,-83,eduroam,-76.94458671,38.98599733,3,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2c:c8:f8:5a:62,-83,umd-secure,-76.94458671,38.98599733,3,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2c:c8:f8:5a:64,-73,umd-guest,-76.94457127,38.98593458,3,[ESS],,12412
1.54929E+12,00:2c:c8:f8:5a:6b,-89,umd-guest,-76.94457127,38.98593458,3,[ESS],,-5180
1.54929E+12,00:2c:c8:f8:5a:6c,-88,umd-util2,-76.94457127,38.98593458,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5180
1.54929E+12,00:2c:c8:f8:5a:6d,-88,umd-secure,-76.94457127,38.98593458,3,[WPA2-EAP-CCMP][ESS],,-5180
1.54929E+12,00:2c:c8:f8:5a:6e,-89,eduroam,-76.94457127,38.98593458,3,[WPA2-EAP-CCMP][ESS],,-5180
1.54929E+12,00:2c:c8:f8:5a:6f,-87,umd,-76.94457127,38.98593458,3,[ESS],,-5180
1.54929E+12,00:2c:c8:f8:5e:02,-83,umd-secure,-76.9495543,38.99075165,4,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2c:c8:f8:5f:a1,-83,eduroam,-76.94455756,38.98629201,3,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2c:c8:f8:5f:a2,-85,umd-secure,-76.94455756,38.98629201,3,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:2c:c8:f8:5f:ab,-89,umd-guest,-76.94458029,38.9862189,3,[ESS],,-5200
1.54929E+12,00:2c:c8:f8:5f:ac,-90,umd-util2,-76.94458029,38.9862189,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5200
1.54929E+12,00:2c:c8:f8:5f:ad,-90,umd-secure,-76.94458029,38.9862189,3,[WPA2-EAP-CCMP][ESS],,-5200
1.54929E+12,00:2c:c8:f8:5f:ae,-85,eduroam,-76.9442298,38.98614625,3,[WPA2-EAP-CCMP][ESS],,-5200
1.54929E+12,00:2c:c8:f8:5f:af,-86,umd,-76.9442298,38.98614625,3,[ESS],,-5200
1.54929E+12,00:30:44:1c:fd:88,-91,,-76.93932689,38.99025585,7,[WPA2-PSK-CCMP][ESS][WPS],,-5180
1.54929E+12,00:6b:f1:a7:56:c2,-90,umd-secure,-76.9421135,38.9854665,3,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:6b:f1:a7:56:c3,-89,umd-util2,-76.9421135,38.9854665,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,112462
1.54929E+12,00:80:92:62:a4:75,-75,476,-76.94820152,38.98908959,8,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,32422
1.54929E+12,00:80:92:63:4e:c0,-56,100,-76.93714964,38.98954701,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,32422
1.54929E+12,00:81:c4:14:03:2b,-89,umd-guest,-76.93661728,38.99063238,7,[ESS],,-5260
1.54929E+12,00:81:c4:14:03:2c,-90,umd-util2,-76.93661728,38.99063238,7,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5260
1.54929E+12,00:81:c4:14:03:2d,-89,umd-secure,-76.93661728,38.99063238,7,[WPA2-EAP-CCMP][ESS],,-5260
1.54929E+12,00:81:c4:14:03:2e,-89,eduroam,-76.93661728,38.99063238,7,[WPA2-EAP-CCMP][ESS],,-5260
1.54929E+12,00:81:c4:14:03:2f,-90,umd,-76.93661728,38.99063238,7,[ESS],,-5260
1.54929E+12,00:81:c4:14:0a:50,-74,umd,-76.94801409,38.98910486,8,[ESS],,112462
1.54929E+12,00:81:c4:14:0a:5d,-86,umd-secure,-76.94829253,38.98908888,8,[WPA2-EAP-CCMP][ESS],,-5320
1.54929E+12,00:81:c4:14:0a:5e,-89,eduroam,-76.94829253,38.98908888,8,[WPA2-EAP-CCMP][ESS],,-5320
1.54929E+12,00:81:c4:14:0c:00,-79,umd,-76.94853953,38.98909724,6,[ESS],,112462
1.54929E+12,00:81:c4:14:0c:02,-67,umd-secure,-76.94816549,38.98905932,7,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:81:c4:14:0c:0b,-79,umd-guest,-76.94820152,38.98908959,8,[ESS],,-5260
1.54929E+12,00:81:c4:14:0c:0c,-79,umd-util2,-76.94829253,38.98908888,8,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5260
1.54929E+12,00:81:c4:14:0c:0d,-79,umd-secure,-76.94820152,38.98908959,8,[WPA2-EAP-CCMP][ESS],,-5260
1.54929E+12,00:81:c4:14:0c:0e,-79,eduroam,-76.94820152,38.98908959,8,[WPA2-EAP-CCMP][ESS],,-5260
1.54929E+12,00:81:c4:14:0c:0f,-79,umd,-76.94820152,38.98908959,8,[ESS],,-5260
1.54929E+12,00:81:c4:14:0f:0f,-90,umd,-76.94915256,38.99200037,4,[ESS],,-5745
1.54929E+12,00:81:c4:14:22:80,-85,umd,-76.94958995,38.99116415,4,[ESS],,12412
1.54929E+12,00:81:c4:14:22:8d,-89,umd-secure,-76.94914894,38.99200758,6,[WPA2-EAP-CCMP][ESS],,-5805
1.54929E+12,00:81:c4:14:22:b2,-73,umd-secure,-76.94300825,38.99062339,8,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:81:c4:14:22:bc,-88,umd-util2,-76.94290644,38.99064195,7,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5300
1.54929E+12,00:81:c4:14:24:f0,-88,umd,-76.94406349,38.98595721,3,[ESS],,12412
1.54929E+12,00:81:c4:14:24:f1,-87,eduroam,-76.94406349,38.98595721,3,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:81:c4:14:24:f2,-86,umd-secure,-76.94406349,38.98595721,3,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:81:c4:14:24:f3,-85,umd-util2,-76.94406349,38.98595721,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,12412
1.54929E+12,00:81:c4:14:26:64,-86,umd-guest,-76.94901418,38.99205519,6,[ESS],,12412
1.54929E+12,00:81:c4:14:35:90,-86,umd,-76.94631081,38.9855083,3,[ESS],,112462
1.54929E+12,00:81:c4:14:35:91,-87,eduroam,-76.94641002,38.98550842,3,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:81:c4:14:35:92,-88,umd-secure,-76.94641002,38.98550842,3,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:81:c4:14:35:94,-86,umd-guest,-76.94641002,38.98550842,3,[ESS],,112462
1.54929E+12,00:81:c4:14:35:9b,-88,umd-guest,-76.94631081,38.9855083,3,[ESS],,-5260
1.54929E+12,00:81:c4:14:35:9c,-88,umd-util2,-76.94631081,38.9855083,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5260
1.54929E+12,00:81:c4:14:35:9d,-88,umd-secure,-76.94631081,38.9855083,3,[WPA2-EAP-CCMP][ESS],,-5260
1.54929E+12,00:81:c4:14:35:9e,-86,eduroam,-76.94631081,38.9855083,3,[WPA2-EAP-CCMP][ESS],,-5260
1.54929E+12,00:81:c4:14:35:9f,-86,umd,-76.94631081,38.9855083,3,[ESS],,-5260
1.54929E+12,00:81:c4:14:3a:0b,-90,umd-guest,-76.9497641,38.99177931,3,[ESS],,-5240
1.54929E+12,00:81:c4:14:3a:0c,-89,umd-util2,-76.9497641,38.99177931,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5240
1.54929E+12,00:81:c4:14:3a:0d,-90,umd-secure,-76.94979556,38.99175997,3,[WPA2-EAP-CCMP][ESS],,-5240
1.54929E+12,00:81:c4:14:3a:0e,-90,eduroam,-76.94981993,38.99173735,3,[WPA2-EAP-CCMP][ESS],,-5240
1.54929E+12,00:81:c4:14:3a:0f,-90,umd,-76.94981993,38.99173735,3,[ESS],,-5240
1.54929E+12,00:81:c4:14:3b:00,-80,umd,-76.94376755,38.98560172,3,[ESS],,62437
1.54929E+12,00:81:c4:14:3b:02,-82,umd-secure,-76.94573419,38.98535207,3,[WPA2-EAP-CCMP][ESS],,62437
1.54929E+12,00:81:c4:14:3b:0b,-89,umd-guest,-76.943958,38.98583054,3,[ESS],,-5785
1.54929E+12,00:81:c4:14:3b:0c,-89,umd-util2,-76.943958,38.98583054,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5785
1.54929E+12,00:81:c4:14:3b:0d,-87,umd-secure,-76.9441189,38.986004,3,[WPA2-EAP-CCMP][ESS],,-5785
1.54929E+12,00:81:c4:14:3b:0e,-88,eduroam,-76.9441189,38.986004,3,[WPA2-EAP-CCMP][ESS],,-5785
1.54929E+12,00:81:c4:14:3b:0f,-87,umd,-76.9441189,38.986004,3,[ESS],,-5785
1.54929E+12,00:81:c4:14:42:01,-87,eduroam,-76.94641002,38.98550842,3,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:81:c4:14:42:02,-83,umd-secure,-76.94600105,38.98544239,3,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:81:c4:14:42:03,-75,umd-util2,-76.94514401,38.98533686,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,12412
1.54929E+12,00:81:c4:14:42:04,-75,umd-guest,-76.94514401,38.98533686,3,[ESS],,12412
1.54929E+12,00:81:c4:14:42:0d,-90,umd-secure,-76.94537838,38.98533748,3,[WPA2-EAP-CCMP][ESS],,-5745
1.54929E+12,00:81:c4:14:43:14,-78,umd-guest,-76.94981993,38.99173735,3,[ESS],,112462
1.54929E+12,00:81:c4:14:45:b0,-74,umd,-76.94916071,38.99199571,4,[ESS],,112462
1.54929E+12,00:81:c4:14:45:b1,-73,eduroam,-76.94917443,38.99199308,4,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:81:c4:14:45:b2,-73,umd-secure,-76.9491926,38.9919895,4,[WPA2-EAP-CCMP][ESS],,112462
1.54929E+12,00:81:c4:14:47:82,-85,umd-secure,-76.94901418,38.99205519,6,[WPA2-EAP-CCMP][ESS],,12412
1.54929E+12,00:81:c4:14:47:84,-81,umd-guest,-76.94915256,38.99200037,4,[ESS],,12412
1.54929E+12,00:81:c4:1e:0e:0d,-78,umd-secure,-76.94786574,38.99219577,5,[WPA2-EAP-CCMP][ESS],,-5220
1.54929E+12,00:81:c4:1e:0e:2c,-87,umd-util2,-76.94834816,38.99228888,4,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5180
1.54929E+12,00:81:c4:1e:0e:2d,-87,umd-secure,-76.94826429,38.99230137,4,[WPA2-EAP-CCMP][ESS],,-5180
1.54929E+12,00:81:c4:1e:0e:2e,-88,eduroam,-76.94834816,38.99228888,4,[WPA2-EAP-CCMP][ESS],,-5180
1.54929E+12,00:81:c4:1e:0e:2f,-88,umd,-76.94826429,38.99230137,4,[ESS],,-5180
1.54929E+12,00:81:c4:1e:16:ac,-88,umd-util2,-76.94771205,38.99203464,8,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,-5320
1.54929E+12,00:81:c4:1e:1e:13,-78,umd-util2,-76.94977875,38.99177195,3,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,112462
1.54929E+12,00:81:c4:1e:1e:14,-80,umd-guest,-76.94981993,38.99173735,3,[ESS],,112462
